"age","workclass","education_level","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
59,"State-gov","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
45,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
38,"Local-gov","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
50,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,50,"United-States",">50K"
65,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",10605,0,60,"United-States",">50K"
47,"Private","Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,46,"United-States","<=50K"
37,"Local-gov","Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
40,"Private","Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
31,"Private","HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,50,"United-States","<=50K"
54,"Local-gov","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
50,"Private","Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
21,"Local-gov","Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,2001,40,"United-States","<=50K"
52,"Private","HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"Private","HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private","Some-college",10,"Never-married","Other-service","Own-child","Black","Female",0,0,50,"United-States","<=50K"
50,"Self-emp-not-inc","Assoc-voc",11,"Never-married","Other-service","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
21,"Self-emp-inc","HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-inc","Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,"United-States",">50K"
40,"Private","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
31,"Private","Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
42,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
55,"Private","Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
33,"Private","HS-grad",9,"Divorced","Sales","Not-in-family","Asian-Pac-Islander","Male",0,0,45,"Japan","<=50K"
51,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
48,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Private","Bachelors",13,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
54,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
55,"Private","11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",5013,0,48,"United-States","<=50K"
24,"Private","HS-grad",9,"Married-spouse-absent","Transport-moving","Own-child","White","Male",0,0,40,"Peru","<=50K"
57,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,"United-States","<=50K"
54,"Private","HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
24,"Private","HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
41,"Private","Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
42,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,50,"United-States",">50K"
32,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
39,"Private","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
25,"Private","10th",6,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States",">50K"
45,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","<=50K"
48,"Private","Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
41,"State-gov","Prof-school",15,"Widowed","Prof-specialty","Not-in-family","Other","Female",0,0,52,"United-States",">50K"
17,"Private","11th",7,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
66,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
36,"Private","9th",5,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,43,"United-States","<=50K"
17,"Private","10th",6,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,23,"United-States","<=50K"
57,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"South",">50K"
44,"Private","Bachelors",13,"Divorced","Adm-clerical","Not-in-family","Black","Male",0,0,65,"United-States","<=50K"
28,"Private","Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
59,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
53,"Private","HS-grad",9,"Widowed","Tech-support","Not-in-family","White","Male",0,0,39,"United-States",">50K"
48,"Private","Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
34,"Private","Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
48,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,50,"United-States",">50K"
47,"Private","12th",8,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
37,"Federal-gov","Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
52,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
21,"Private","Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K"
54,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States",">50K"
32,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
58,"Private","9th",5,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,60,"United-States","<=50K"
34,"Local-gov","Preschool",1,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,25,"United-States","<=50K"
29,"Private","Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,65,"United-States","<=50K"
41,"Private","HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Private","HS-grad",9,"Never-married","Exec-managerial","Own-child","Black","Female",0,0,35,"Jamaica","<=50K"
35,"Private","HS-grad",9,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
41,"Self-emp-not-inc","HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
46,"Federal-gov","Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private","Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",">50K"
27,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States",">50K"
23,"Local-gov","HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States","<=50K"
46,"Self-emp-inc","HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
23,"Local-gov","Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
35,"Private","11th",7,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
46,"Federal-gov","HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
80,"Private","Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1816,60,"United-States","<=50K"
27,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"Mexico","<=50K"
30,"Private","Assoc-acdm",12,"Divorced","Adm-clerical","Own-child","White","Female",0,1762,40,"United-States","<=50K"
43,"State-gov","Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",99999,0,60,"United-States",">50K"
39,"Private","Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
17,"Federal-gov","11th",7,"Never-married","Adm-clerical","Own-child","Amer-Indian-Eskimo","Female",0,0,15,"United-States","<=50K"
43,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
45,"Local-gov","HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Private","9th",5,"Never-married","Priv-house-serv","Unmarried","White","Female",0,0,40,"Columbia","<=50K"
50,"State-gov","Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
43,"Private","Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Private","Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States",">50K"
26,"Private","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
64,"Self-emp-inc","Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",6418,0,65,"United-States",">50K"
24,"State-gov","Some-college",10,"Never-married","Tech-support","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
52,"Federal-gov","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
25,"Private","Some-college",10,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,50,"United-States","<=50K"
44,"Private","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
45,"Private","Some-college",10,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
37,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",15024,0,40,"United-States",">50K"
22,"Private","HS-grad",9,"Never-married","Exec-managerial","Unmarried","White","Male",0,0,40,"Mexico","<=50K"
43,"Private","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,53,"United-States",">50K"
54,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
31,"Federal-gov","Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,50,"United-States",">50K"
24,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
49,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
17,"Private","12th",8,"Never-married","Other-service","Own-child","White","Male",0,0,16,"United-States","<=50K"
50,"Private","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
36,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",7688,0,45,"United-States",">50K"
44,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States",">50K"
58,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
38,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"Italy",">50K"
24,"Private","HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,60,"United-States","<=50K"
30,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,2258,84,"United-States","<=50K"
56,"Private","HS-grad",9,"Divorced","Tech-support","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
20,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
50,"Private","HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","<=50K"
56,"Self-emp-not-inc","10th",6,"Divorced","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Private","Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,18,"United-States","<=50K"
63,"Private","HS-grad",9,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
51,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K"
52,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,48,"United-States",">50K"
47,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Self-emp-not-inc","Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States",">50K"
37,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",7688,0,45,"United-States",">50K"
33,"State-gov","10th",6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,56,"United-States",">50K"
24,"Private","HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,1590,40,"United-States","<=50K"
56,"Federal-gov","Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
23,"Private","Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
36,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1485,50,"United-States",">50K"
26,"State-gov","Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,80,"United-States","<=50K"
27,"Private","Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
36,"Private","Some-college",10,"Married-civ-spouse","Adm-clerical","Own-child","White","Female",0,0,30,"United-States",">50K"
30,"Private","Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","Other","Female",0,1977,40,"United-States",">50K"
30,"Private","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",2407,0,40,"United-States","<=50K"
33,"Private","HS-grad",9,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","<=50K"
18,"Private","11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,24,"United-States","<=50K"
35,"Private","Assoc-acdm",12,"Never-married","Other-service","Not-in-family","White","Female",0,0,80,"United-States",">50K"
54,"Private","Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
70,"Private","Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",9386,0,50,"United-States",">50K"
39,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"Cuba","<=50K"
47,"Private","Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,2258,40,"United-States",">50K"
52,"Private","Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,50,"United-States","<=50K"
31,"Private","Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"Japan","<=50K"
47,"Self-emp-not-inc","Some-college",10,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
22,"Private","Some-college",10,"Separated","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
53,"Private","Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States",">50K"
54,"Private","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
45,"Private","11th",7,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,16,"United-States","<=50K"
29,"Private","Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,60,"United-States",">50K"
27,"Local-gov","Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Local-gov","Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,43,"United-States","<=50K"
36,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K"
24,"Private","Some-college",10,"Never-married","Sales","Unmarried","White","Female",0,0,18,"United-States","<=50K"
27,"State-gov","Some-college",10,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,50,"South","<=50K"
29,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1740,70,"United-States","<=50K"
21,"Private","HS-grad",9,"Married-spouse-absent","Exec-managerial","Other-relative","White","Female",0,0,60,"United-States","<=50K"
36,"Local-gov","Masters",14,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
28,"Self-emp-not-inc","Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
42,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States","<=50K"
30,"Private","Assoc-acdm",12,"Never-married","Sales","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
33,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Self-emp-inc","Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,80,"United-States","<=50K"
43,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States","<=50K"
41,"Private","Bachelors",13,"Divorced","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
18,"Private","11th",7,"Never-married","Other-service","Own-child","White","Male",594,0,10,"United-States","<=50K"
52,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,60,"United-States",">50K"
31,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private","Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"Private","HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Private","HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
52,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
25,"Private","11th",7,"Separated","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
47,"Private","Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
45,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,60,"United-States",">50K"
39,"Private","HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
27,"Self-emp-not-inc","Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
23,"Private","10th",6,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
29,"Private","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
33,"Private","Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,10,"United-States","<=50K"
30,"Private","Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
58,"Private","7th-8th",4,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,33,"United-States","<=50K"
49,"Federal-gov","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
57,"Federal-gov","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States",">50K"
56,"Local-gov","Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,99,"United-States","<=50K"
46,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
50,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
26,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","<=50K"
40,"Private","Prof-school",15,"Married-civ-spouse","Adm-clerical","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
36,"State-gov","Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Other","Female",0,0,40,"United-States","<=50K"
23,"Private","1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Wife","Amer-Indian-Eskimo","Female",0,0,35,"Mexico","<=50K"
21,"Private","Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","<=50K"
37,"Private","Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States",">50K"
38,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,28,"United-States",">50K"
25,"Private","HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
50,"Private","HS-grad",9,"Widowed","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
30,"Private","HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
32,"State-gov","Some-college",10,"Never-married","Tech-support","Unmarried","Black","Female",0,0,20,"United-States","<=50K"
50,"Private","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
41,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,65,"United-States",">50K"
66,"Private","Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Self-emp-not-inc","11th",7,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
21,"Private","Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"Germany","<=50K"
35,"Private","Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
27,"Private","10th",6,"Divorced","Machine-op-inspct","Other-relative","White","Female",0,0,40,"United-States","<=50K"
45,"Private","HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"United-States","<=50K"
31,"State-gov","Masters",14,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States",">50K"
62,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",20051,0,72,"United-States",">50K"
29,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
62,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",4064,0,35,"England","<=50K"
45,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1485,40,"United-States",">50K"
28,"Private","Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,1974,50,"United-States","<=50K"
45,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
59,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,"United-States","<=50K"
49,"Private","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,43,"United-States",">50K"
65,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,65,"United-States",">50K"
62,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
47,"Local-gov","HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
20,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
26,"Private","Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
64,"Private","Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
43,"Private","Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
40,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
48,"Private","Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
39,"Private","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"United-States","<=50K"
28,"State-gov","Some-college",10,"Divorced","Other-service","Unmarried","White","Male",0,0,40,"United-States","<=50K"
28,"Private","Assoc-voc",11,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
51,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,55,"United-States","<=50K"
31,"Private","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
32,"Private","HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
48,"Private","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
35,"Private","Doctorate",16,"Married-spouse-absent","Prof-specialty","Not-in-family","Other","Male",0,0,60,"England",">50K"
30,"Private","Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,70,"United-States",">50K"
54,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Local-gov","Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private","HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","Black","Female",0,0,38,"United-States","<=50K"
60,"Self-emp-not-inc","HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,99,"United-States","<=50K"
